4.26119403,8.79,16.59,-19.78,-18.51,6.23,0
11.92857143,7.465734959,18.09848938,-4.54,-11.748,0,0
39.16666667,9.215205193,16.60349426,-6.36,-7.597,14.16349426,0
13,9.079144955,17.43250427,1.611,-13.62,0,0
44.16666667,12.2979002,18.59301147,-1.555,-7.47,9.096011475,0
6.918918919,11.69999981,20.46199951,-6.368,-7.74,11.18499951,0
1.170731707,9.605040073,19.33049927,3.443,-9.67,8.845499268,1
3.81871345,9.414059639,19.44298706,8.46,-18.71,10.05898706,1
1.925550051,8.857600212,19.44298706,0.6629,-11.57,13.94598706,1
2.241445153,8.402880192,17.08899841,-10.46,-3.36,0,0
1.159058589,7.360960007,19.16298828,-19.28,-19.287,8.752988281,0
2.975699973,9.862209797,19.51850281,0.424,-10.479,3.038502808,0
1.221452195,7.334169865,19.74898682,-9.403,-14.17,12.17198682,1
1.071981421,11.10029984,7.739007568,-9.537,-19.49,11.31900757,1
1.63404163,10.24514961,17.41800842,-7.63,-6.43,23.84800842,1
1.955084071,6.528659821,19.42949829,-2.42,-10.27,15.87949829,1
2.787031398,9.562685013,18.64699707,0.475,-10.269,8.25699707,0
1.506402216,11.39900017,17.22298584,1.45,-10.26,6.70398584,0
0.799622754,10.93674994,19.31549988,-5.48,-14.285,7.810499878,0
1.110226769,7.633944988,19.68950806,8.53,0.639,6.109508057,0
1.758099016,10.78014994,16.20600281,0.604,-23.067,6.556002808,0
2.37140025,8.880129814,18.43599854,-1.508,-9.58,12.99599854,0
1.454288381,10.80389977,8.537011719,-9.47,-7.71,0,0
2.491551848,8.466415405,17.52201233,-1.469,-10.377,8.125012329,0
1.308442102,8.597475052,19.43000183,4.514,-8.65,10.05000183,0
1.153823993,10.53800011,18.39598999,6.48,-9.25,0,0
3.506726565,9.642519951,17.36901245,-0.525,-17.569,0,0
